,Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
2461,Process Associate ,Zensar-Technologies,0-9yrs  ,"10,13,107",3.5,22.0,4.6,113
2462,Software Developer ,Zensar-Technologies,0-9yrs  ,"5,95,749",2.3,10.0,4.6,113
2463,System Engineer Hardware ,Zensar-Technologies,0-6yrs  ,"5,70,063",3.6,10.0,4.6,113
2464,System Engineer ,Tata-Technologies,0-10yrs  ,"8,94,845",3.5,16.0,3.7,113
2465,IT Analyst ,Tata-Technologies,3-11yrs  ,"6,60,793",1.1,12.3,3.7,113
2466,AST Consultant ,Tata-Technologies,6-15yrs  ,"7,71,810",2.0,18.5,3.7,113
2467,Assistant System Engineer ,Tata-Technologies,0-4yrs  ,"13,78,315",7.3,25.0,3.7,113
2468,Associate Consultant ,Tata-Technologies,4-21yrs  ,"12,23,798",6.0,20.0,3.7,113
2469,Senior Process Associate ,Tata-Technologies,0-11yrs  ,"5,53,444",3.0,9.5,3.7,113
2470,Software Engineer ,Tata-Technologies,0-8yrs  ,"8,60,143",5.0,15.0,3.7,113
2471,Process Associate ,Tata-Technologies,0-9yrs  ,"6,72,602",3.0,11.2,3.7,113
2472,Software Developer ,Tata-Technologies,0-9yrs  ,"8,09,115",4.7,15.0,3.7,113
2473,System Engineer Hardware ,Tata-Technologies,0-6yrs  ,"23,50,901",14.8,35.0,3.7,113
2474,System Engineer ,Square-Yards,0-10yrs  ,"3,19,805",1.5,8.0,3.7,112
2475,IT Analyst ,Square-Yards,3-11yrs  ,"5,22,997",1.8,12.2,3.7,112
2476,AST Consultant ,Square-Yards,6-15yrs  ,"3,40,402",1.9,5.3,3.7,112
2477,Assistant System Engineer ,Square-Yards,0-4yrs  ,"5,11,743",3.5,15.3,3.7,112
2478,Associate Consultant ,Square-Yards,4-21yrs  ,"2,93,131",1.8,4.9,3.7,112
2479,Senior Process Associate ,Square-Yards,0-11yrs  ,"3,19,064",2.0,4.5,3.7,112
2480,Software Engineer ,Square-Yards,0-8yrs  ,"9,66,524",5.0,17.8,3.7,112
2481,Process Associate ,Square-Yards,0-9yrs  ,"5,98,295",2.2,10.4,3.7,112
2482,Software Developer ,Square-Yards,0-9yrs  ,"5,98,993",3.0,10.0,3.7,112
2483,System Engineer Hardware ,Square-Yards,0-6yrs  ,"3,82,738",2.8,5.4,3.7,112
2484,System Engineer ,Fortis-Healthcare,0-10yrs  ,"3,60,819",25.0,25.2,2.8,112
2485,IT Analyst ,Fortis-Healthcare,3-11yrs  ,"7,54,447",90.0,38.4,2.8,112
2486,AST Consultant ,Fortis-Healthcare,6-15yrs  ,"2,68,761",1.4,3.7,2.8,112
2487,Assistant System Engineer ,Fortis-Healthcare,0-4yrs  ,"3,73,777",1.8,5.6,2.8,112
2488,Associate Consultant ,Fortis-Healthcare,4-21yrs  ,"2,88,317",15.0,5.1,2.8,112
2489,Senior Process Associate ,Fortis-Healthcare,0-11yrs  ,"5,88,779",2.3,8.0,2.8,112
2490,Software Engineer ,Fortis-Healthcare,0-8yrs  ,"3,63,585",1.9,6.0,2.8,112
2491,Process Associate ,Fortis-Healthcare,0-9yrs  ,"4,04,072",2.5,6.0,2.8,112
2492,Software Developer ,Fortis-Healthcare,0-9yrs  ,"19,05,062",1.7,40.0,2.8,112
2493,System Engineer Hardware ,Fortis-Healthcare,0-6yrs  ,"15,50,830",1.5,28.0,2.8,112
2494,System Engineer ,Landmark-Group,0-10yrs  ,"7,79,931",3.0,21.0,4.0,111
2495,IT Analyst ,Landmark-Group,3-11yrs  ,"3,58,990",2.0,6.0,4.0,111
2496,AST Consultant ,Landmark-Group,6-15yrs  ,"5,48,956",2.5,16.0,4.0,111
2497,Assistant System Engineer ,Landmark-Group,0-4yrs  ,"9,73,016",4.5,22.1,4.0,111
2498,Associate Consultant ,Landmark-Group,4-21yrs  ,"3,01,047",95.0,12.0,4.0,111
2499,Senior Process Associate ,Landmark-Group,0-11yrs  ,"2,09,455",1.0,4.0,4.0,111
2500,Software Engineer ,Landmark-Group,0-8yrs  ,"4,35,451",2.6,8.0,4.0,111
2501,Process Associate ,Landmark-Group,0-9yrs  ,"2,56,515",45.0,10.6,4.0,111
2502,Software Developer ,Landmark-Group,0-9yrs  ,"5,42,417",4.0,6.8,4.0,111
2503,System Engineer Hardware ,Landmark-Group,0-6yrs  ,"3,36,832",1.5,5.1,4.0,111
2504,System Engineer ,Nestle,0-10yrs  ,"9,69,442",1.7,19.4,3.9,111
2505,IT Analyst ,Nestle,3-11yrs  ,"7,54,767",2.7,12.0,3.9,111
2506,AST Consultant ,Nestle,6-15yrs  ,"6,60,726",3.4,10.2,3.9,111
2507,Assistant System Engineer ,Nestle,0-4yrs  ,"15,51,162",8.0,22.0,3.9,111
2508,Associate Consultant ,Nestle,4-21yrs  ,"10,34,427",6.8,12.7,3.9,111
2509,Senior Process Associate ,Nestle,0-11yrs  ,"11,52,713",7.0,15.7,3.9,111
2510,Software Engineer ,Nestle,0-8yrs  ,"2,42,646",1.4,3.5,3.9,111
2511,Process Associate ,Nestle,0-9yrs  ,"23,54,648",4.5,33.0,3.9,111
2512,Software Developer ,Nestle,0-9yrs  ,"3,21,633",2.2,5.1,3.9,111
2513,System Engineer Hardware ,Nestle,0-6yrs  ,"10,77,675",7.0,12.7,3.9,111
2514,System Engineer ,Blue-Dart-Express,0-10yrs  ,"3,84,276",1.2,6.0,4.4,110
2515,IT Analyst ,Blue-Dart-Express,3-11yrs  ,"5,86,968",3.5,8.0,4.4,110
2516,AST Consultant ,Blue-Dart-Express,6-15yrs  ,"1,49,318",10.0,4.0,4.4,110
2517,Assistant System Engineer ,Blue-Dart-Express,0-4yrs  ,"3,22,443",1.2,5.1,4.4,110
2518,Associate Consultant ,Blue-Dart-Express,4-21yrs  ,"2,09,058",1.0,3.2,4.4,110
2519,Senior Process Associate ,Blue-Dart-Express,0-11yrs  ,"3,88,366",2.4,5.4,4.4,110
2520,Software Engineer ,Blue-Dart-Express,0-8yrs  ,"5,27,716",3.5,7.0,4.4,110
2521,Process Associate ,Blue-Dart-Express,0-9yrs  ,"4,39,713",2.0,5.5,4.4,110
2522,Software Developer ,Blue-Dart-Express,0-9yrs  ,"2,36,547",1.1,5.0,4.4,110
2523,System Engineer Hardware ,Blue-Dart-Express,0-6yrs  ,"2,03,806",20.0,10.2,4.4,110
2524,System Engineer ,Birla-Sun-Life-Insurance,0-10yrs  ,"2,38,276",1.6,3.5,3.8,110
2525,IT Analyst ,Birla-Sun-Life-Insurance,3-11yrs  ,"2,84,071",2.0,4.0,3.8,110
2526,AST Consultant ,Birla-Sun-Life-Insurance,6-15yrs  ,"8,31,534",5.0,12.0,3.8,110
2527,Assistant System Engineer ,Birla-Sun-Life-Insurance,0-4yrs  ,"3,80,070",1.7,5.2,3.8,110
2528,Associate Consultant ,Birla-Sun-Life-Insurance,4-21yrs  ,"5,90,719",2.5,9.5,3.8,110
2529,Senior Process Associate ,Birla-Sun-Life-Insurance,0-11yrs  ,"3,12,894",22.0,5.3,3.8,110
2530,Software Engineer ,Birla-Sun-Life-Insurance,0-8yrs  ,"2,92,197",2.2,4.0,3.8,110
2531,Process Associate ,Birla-Sun-Life-Insurance,0-9yrs  ,"3,26,440",2.5,3.5,3.8,110
2532,Software Developer ,Birla-Sun-Life-Insurance,0-9yrs  ,"2,75,123",1.6,3.5,3.8,110
2533,System Engineer Hardware ,Birla-Sun-Life-Insurance,0-6yrs  ,"2,66,040",1.6,3.7,3.8,110
2534,System Engineer ,Ola-Cabs,0-10yrs  ,"3,09,944",1.8,5.0,4.0,110
2535,IT Analyst ,Ola-Cabs,3-11yrs  ,"4,69,668",1.6,7.6,4.0,110
2536,AST Consultant ,Ola-Cabs,6-15yrs  ,"22,63,649",9.5,32.0,4.0,110
2537,Assistant System Engineer ,Ola-Cabs,0-4yrs  ,"12,25,789",5.8,16.2,4.0,110
2538,Associate Consultant ,Ola-Cabs,4-21yrs  ,"3,29,922",1.8,4.2,4.0,110
2539,Senior Process Associate ,Ola-Cabs,0-11yrs  ,"4,27,557",1.9,7.6,4.0,110
2540,Software Engineer ,Ola-Cabs,0-8yrs  ,"3,33,389",2.4,5.5,4.0,110
2541,Process Associate ,Ola-Cabs,0-9yrs  ,"4,80,930",2.0,8.5,4.0,110
2542,Software Developer ,Ola-Cabs,0-9yrs  ,"2,87,457",1.8,4.5,4.0,110
2543,System Engineer Hardware ,Ola-Cabs,0-6yrs  ,"2,99,878",1.3,4.5,4.0,110
2544,System Engineer ,Fiserv,0-10yrs  ,"22,95,308",11.0,34.0,3.6,109
2545,IT Analyst ,Fiserv,3-11yrs  ,"13,14,741",4.0,23.5,3.6,109
2546,AST Consultant ,Fiserv,6-15yrs  ,"10,15,187",3.6,19.8,3.6,109
2547,Assistant System Engineer ,Fiserv,0-4yrs  ,"8,07,797",2.4,15.3,3.6,109
2548,Associate Consultant ,Fiserv,4-21yrs  ,"9,19,394",3.0,21.9,3.6,109
2549,Senior Process Associate ,Fiserv,0-11yrs  ,"12,50,914",4.0,18.0,3.6,109
2550,Software Engineer ,Fiserv,0-8yrs  ,"8,76,706",3.8,16.3,3.6,109
2551,Process Associate ,Fiserv,0-9yrs  ,"15,13,238",6.8,21.5,3.6,109
2552,Software Developer ,Fiserv,0-9yrs  ,"22,37,494",12.7,30.0,3.6,109
2553,System Engineer Hardware ,Fiserv,0-6yrs  ,"12,45,239",6.0,20.0,3.6,109
2554,System Engineer ,IGT-Solutions,0-10yrs  ,"3,42,768",10.0,18.0,4.4,109
2555,IT Analyst ,IGT-Solutions,3-11yrs  ,"2,89,883",25.0,31.0,4.4,109
2556,AST Consultant ,IGT-Solutions,6-15yrs  ,"2,73,535",1.0,6.0,4.4,109
2557,Assistant System Engineer ,IGT-Solutions,0-4yrs  ,"4,42,345",2.8,7.0,4.4,109
2558,Associate Consultant ,IGT-Solutions,4-21yrs  ,"4,48,951",1.9,8.5,4.4,109
2559,Senior Process Associate ,IGT-Solutions,0-11yrs  ,"10,99,645",6.0,16.0,4.4,109
2560,Software Engineer ,IGT-Solutions,0-8yrs  ,"8,08,413",3.2,14.0,4.4,109
2561,Process Associate ,IGT-Solutions,0-9yrs  ,"3,55,110",1.2,6.0,4.4,109
2562,Software Developer ,IGT-Solutions,0-9yrs  ,"14,94,189",8.4,21.3,4.4,109
2563,System Engineer Hardware ,IGT-Solutions,0-6yrs  ,"3,20,726",1.5,5.0,4.4,109
2564,System Engineer ,HDFC-Sales,0-10yrs  ,"2,67,280",1.1,5.5,4.4,109
2565,IT Analyst ,HDFC-Sales,3-11yrs  ,"2,43,836",1.2,4.5,4.4,109
2566,AST Consultant ,HDFC-Sales,6-15yrs  ,"2,50,493",20.0,7.0,4.4,109
2567,Assistant System Engineer ,HDFC-Sales,0-4yrs  ,"3,15,289",1.3,6.8,4.4,109
2568,Associate Consultant ,HDFC-Sales,4-21yrs  ,"4,96,408",2.2,11.0,4.4,109
2569,Senior Process Associate ,HDFC-Sales,0-11yrs  ,"2,41,227",1.3,3.5,4.4,109
2570,Software Engineer ,HDFC-Sales,0-8yrs  ,"2,64,827",1.0,4.5,4.4,109
2571,Process Associate ,HDFC-Sales,0-9yrs  ,"2,77,086",1.6,3.9,4.4,109
2572,Software Developer ,HDFC-Sales,0-9yrs  ,"3,09,341",1.5,5.2,4.4,109
2573,System Engineer Hardware ,HDFC-Sales,0-6yrs  ,"2,46,399",1.1,4.5,4.4,109
2574,System Engineer ,Societe-Generale,0-10yrs  ,"9,73,426",3.5,20.0,3.2,108
2575,IT Analyst ,Societe-Generale,3-11yrs  ,"18,16,511",5.5,30.0,3.2,108
2576,AST Consultant ,Societe-Generale,6-15yrs  ,"5,82,911",2.8,10.0,3.2,108
2577,Assistant System Engineer ,Societe-Generale,0-4yrs  ,"16,76,812",3.6,31.1,3.2,108
2578,Associate Consultant ,Societe-Generale,4-21yrs  ,"16,62,561",6.2,26.0,3.2,108
2579,Senior Process Associate ,Societe-Generale,0-11yrs  ,"11,90,589",1.0,27.0,3.2,108
2580,Software Engineer ,Societe-Generale,0-8yrs  ,"25,45,714",12.1,37.0,3.2,108
2581,Process Associate ,Societe-Generale,0-9yrs  ,"27,59,957",10.0,44.5,3.2,108
2582,Software Developer ,Societe-Generale,0-9yrs  ,"25,08,120",10.4,37.0,3.2,108
2583,System Engineer Hardware ,Societe-Generale,0-6yrs  ,"4,72,711",2.7,6.8,3.2,108
2584,System Engineer ,BlackBuck,0-10yrs  ,"2,97,652",1.8,5.5,4.2,108
2585,IT Analyst ,BlackBuck,3-11yrs  ,"5,10,697",3.0,7.5,4.2,108
2586,AST Consultant ,BlackBuck,6-15yrs  ,"5,30,990",3.2,8.3,4.2,108
2587,Assistant System Engineer ,BlackBuck,0-4yrs  ,"2,52,267",1.7,4.0,4.2,108
2588,Associate Consultant ,BlackBuck,4-21yrs  ,"2,68,679",1.8,3.5,4.2,108
2589,Senior Process Associate ,BlackBuck,0-11yrs  ,"2,55,879",1.5,4.0,4.2,108
2590,Software Engineer ,BlackBuck,0-8yrs  ,"4,67,380",2.8,7.7,4.2,108
2591,Process Associate ,BlackBuck,0-9yrs  ,"2,23,389",1.2,4.0,4.2,108
2592,Software Developer ,BlackBuck,0-9yrs  ,"10,40,342",2.8,17.1,4.2,108
2593,System Engineer Hardware ,BlackBuck,0-6yrs  ,"2,63,508",1.2,4.2,4.2,108
2594,System Engineer ,Future-Retail,0-10yrs  ,"2,48,135",1.1,4.5,4.0,108
2595,IT Analyst ,Future-Retail,3-11yrs  ,"4,69,851",2.0,11.0,4.0,108
2596,AST Consultant ,Future-Retail,6-15yrs  ,"3,79,277",2.0,6.5,4.0,108
2597,Assistant System Engineer ,Future-Retail,0-4yrs  ,"4,94,357",2.4,10.6,4.0,108
2598,Associate Consultant ,Future-Retail,4-21yrs  ,"5,14,032",2.2,13.3,4.0,108
2599,Senior Process Associate ,Future-Retail,0-11yrs  ,"2,97,641",1.6,4.3,4.0,108
2600,Software Engineer ,Future-Retail,0-8yrs  ,"1,64,681",75.0,3.0,4.0,108
2601,Process Associate ,Future-Retail,0-9yrs  ,"2,76,120",1.4,4.2,4.0,108
2602,Software Developer ,Future-Retail,0-9yrs  ,"1,76,320",10.0,3.4,4.0,108
2603,System Engineer Hardware ,Future-Retail,0-6yrs  ,"1,94,439",95.0,5.1,4.0,108
2604,System Engineer ,Nokia,0-10yrs  ,"17,02,315",7.0,31.0,3.4,107
2605,IT Analyst ,Nokia,3-11yrs  ,"15,02,315",6.0,36.0,3.4,107
2606,AST Consultant ,Nokia,6-15yrs  ,"20,06,599",9.8,32.1,3.4,107
2607,Assistant System Engineer ,Nokia,0-4yrs  ,"17,14,885",5.5,26.0,3.4,107
2608,Associate Consultant ,Nokia,4-21yrs  ,"3,88,949",1.4,9.5,3.4,107
2609,Senior Process Associate ,Nokia,0-11yrs  ,"10,98,008",4.0,23.8,3.4,107
2610,Software Engineer ,Nokia,0-8yrs  ,"3,89,199",1.1,7.8,3.4,107
2611,Process Associate ,Nokia,0-9yrs  ,"2,57,135",90.0,6.5,3.4,107
2612,Software Developer ,Nokia,0-9yrs  ,"9,18,725",3.1,14.3,3.4,107
2613,System Engineer Hardware ,Nokia,0-6yrs  ,"3,62,645",2.3,6.0,3.4,107
2614,System Engineer ,I-Process-Services,0-10yrs  ,"2,28,342",10.0,4.2,3.4,107
2615,IT Analyst ,I-Process-Services,3-11yrs  ,"2,13,960",1.0,3.1,3.4,107
2616,AST Consultant ,I-Process-Services,6-15yrs  ,"2,49,880",1.1,4.5,3.4,107
2617,Assistant System Engineer ,I-Process-Services,0-4yrs  ,"2,53,059",1.1,4.4,3.4,107
2618,Associate Consultant ,I-Process-Services,4-21yrs  ,"2,26,763",90.0,3.2,3.4,107
2619,Senior Process Associate ,I-Process-Services,0-11yrs  ,"2,42,165",1.1,3.6,3.4,107
2620,Software Engineer ,I-Process-Services,0-8yrs  ,"2,99,817",1.9,4.0,3.4,107
2621,Process Associate ,I-Process-Services,0-9yrs  ,"2,52,699",1.2,4.1,3.4,107
2622,Software Developer ,I-Process-Services,0-9yrs  ,"2,48,311",1.3,3.8,3.4,107
2623,System Engineer Hardware ,I-Process-Services,0-6yrs  ,"3,13,951",2.2,5.0,3.4,107
2624,System Engineer ,Lifestyle,0-10yrs  ,"1,94,910",18.0,3.3,3.5,107
2625,IT Analyst ,Lifestyle,3-11yrs  ,"2,04,198",10.0,3.3,3.5,107
2626,AST Consultant ,Lifestyle,6-15yrs  ,"4,00,379",2.0,6.0,3.5,107
2627,Assistant System Engineer ,Lifestyle,0-4yrs  ,"1,92,758",10.0,15.2,3.5,107
2628,Associate Consultant ,Lifestyle,4-21yrs  ,"6,72,761",4.0,9.6,3.5,107
2629,Senior Process Associate ,Lifestyle,0-11yrs  ,"3,32,742",1.5,5.1,3.5,107
2630,Software Engineer ,Lifestyle,0-8yrs  ,"5,24,248",4.0,6.7,3.5,107
2631,Process Associate ,Lifestyle,0-9yrs  ,"2,99,017",1.2,6.0,3.5,107
2632,Software Developer ,Lifestyle,0-9yrs  ,"2,43,802",1.5,4.1,3.5,107
2633,System Engineer Hardware ,Lifestyle,0-6yrs  ,"3,15,524",1.8,5.1,3.5,107
2634,System Engineer ,Voltas,0-10yrs  ,"2,54,119",15.0,14.0,2.7,106
2635,IT Analyst ,Voltas,3-11yrs  ,"4,21,418",1.6,9.0,2.7,106
2636,AST Consultant ,Voltas,6-15yrs  ,"4,78,031",2.8,6.6,2.7,106
2637,Assistant System Engineer ,Voltas,0-4yrs  ,"6,39,768",3.2,9.2,2.7,106
2638,Associate Consultant ,Voltas,4-21yrs  ,"11,07,186",6.4,14.5,2.7,106
2639,Senior Process Associate ,Voltas,0-11yrs  ,"2,21,910",10.0,15.3,2.7,106
2640,Software Engineer ,Voltas,0-8yrs  ,"3,90,053",2.0,5.5,2.7,106
2641,Process Associate ,Voltas,0-9yrs  ,"8,12,197",2.2,16.5,2.7,106
2642,Software Developer ,Voltas,0-9yrs  ,"2,72,489",1.0,8.3,2.7,106
2643,System Engineer Hardware ,Voltas,0-6yrs  ,"4,91,565",2.1,9.0,2.7,106
2644,System Engineer ,Eureka-Forbes,0-10yrs  ,"2,37,016",10.0,6.0,3.5,106
2645,IT Analyst ,Eureka-Forbes,3-11yrs  ,"5,62,009",2.7,8.5,3.5,106
2646,AST Consultant ,Eureka-Forbes,6-15yrs  ,"2,90,582",1.0,6.2,3.5,106
2647,Assistant System Engineer ,Eureka-Forbes,0-4yrs  ,"8,21,218",5.2,10.5,3.5,106
2648,Associate Consultant ,Eureka-Forbes,4-21yrs  ,"2,99,357",1.1,5.5,3.5,106
2649,Senior Process Associate ,Eureka-Forbes,0-11yrs  ,"3,45,694",1.8,5.5,3.5,106
2650,Software Engineer ,Eureka-Forbes,0-8yrs  ,"2,74,449",1.0,5.0,3.5,106
2651,Process Associate ,Eureka-Forbes,0-9yrs  ,"3,83,177",2.0,5.2,3.5,106
2652,Software Developer ,Eureka-Forbes,0-9yrs  ,"7,89,883",2.8,16.5,3.5,106
2653,System Engineer Hardware ,Eureka-Forbes,0-6yrs  ,"3,65,432",1.2,6.0,3.5,106
2654,System Engineer ,State-Street-Corporation,0-10yrs  ,"7,76,877",2.8,17.1,4.0,106
2655,IT Analyst ,State-Street-Corporation,3-11yrs  ,"5,28,742",2.3,7.5,4.0,106
2656,AST Consultant ,State-Street-Corporation,6-15yrs  ,"10,71,362",4.1,17.1,4.0,106
2657,Assistant System Engineer ,State-Street-Corporation,0-4yrs  ,"8,58,310",4.2,13.0,4.0,106
2658,Associate Consultant ,State-Street-Corporation,4-21yrs  ,"4,43,887",2.0,8.0,4.0,106
2659,Senior Process Associate ,State-Street-Corporation,0-11yrs  ,"34,14,056",18.0,46.5,4.0,106
2660,Software Engineer ,State-Street-Corporation,0-8yrs  ,"4,81,843",3.4,7.3,4.0,106
2661,Process Associate ,State-Street-Corporation,0-9yrs  ,"4,84,474",2.4,7.2,4.0,106
2662,Software Developer ,State-Street-Corporation,0-9yrs  ,"3,97,913",2.0,8.1,4.0,106
2663,System Engineer Hardware ,State-Street-Corporation,0-6yrs  ,"16,96,045",10.5,20.6,4.0,106
2664,System Engineer ,Rivigo,0-10yrs  ,"2,27,539",1.5,3.3,3.9,105
2665,IT Analyst ,Rivigo,3-11yrs  ,"2,71,915",15.0,4.9,3.9,105
2666,AST Consultant ,Rivigo,6-15yrs  ,"6,42,482",3.0,10.7,3.9,105
2667,Assistant System Engineer ,Rivigo,0-4yrs  ,"2,17,651",1.2,3.5,3.9,105
2668,Associate Consultant ,Rivigo,4-21yrs  ,"4,15,026",2.2,6.3,3.9,105
2669,Senior Process Associate ,Rivigo,0-11yrs  ,"3,93,789",2.0,6.9,3.9,105
2670,Software Engineer ,Rivigo,0-8yrs  ,"2,70,429",1.8,5.0,3.9,105
2671,Process Associate ,Rivigo,0-9yrs  ,"5,44,162",3.1,8.1,3.9,105
2672,Software Developer ,Rivigo,0-9yrs  ,"2,34,912",1.8,3.5,3.9,105
2673,System Engineer Hardware ,Rivigo,0-6yrs  ,"14,31,560",8.0,29.0,3.9,105
2674,System Engineer ,JMC-Projects,0-10yrs  ,"5,96,904",3.6,9.6,4.3,105
2675,IT Analyst ,JMC-Projects,3-11yrs  ,"4,29,933",2.2,6.0,4.3,105
2676,AST Consultant ,JMC-Projects,6-15yrs  ,"10,68,413",6.8,16.8,4.3,105
2677,Assistant System Engineer ,JMC-Projects,0-4yrs  ,"3,69,933",1.8,6.7,4.3,105
2678,Associate Consultant ,JMC-Projects,4-21yrs  ,"3,65,656",2.4,6.0,4.3,105
2679,Senior Process Associate ,JMC-Projects,0-11yrs  ,"4,46,089",2.6,6.0,4.3,105
2680,Software Engineer ,JMC-Projects,0-8yrs  ,"4,18,130",2.4,5.4,4.3,105
2681,Process Associate ,JMC-Projects,0-9yrs  ,"3,23,115",2.0,4.3,4.3,105
2682,Software Developer ,JMC-Projects,0-9yrs  ,"2,92,006",1.5,4.5,4.3,105
2683,System Engineer Hardware ,JMC-Projects,0-6yrs  ,"3,41,799",1.1,5.2,4.3,105
2684,System Engineer ,UNO-Minda,0-10yrs  ,"12,64,704",6.0,18.3,4.0,105
2685,IT Analyst ,UNO-Minda,3-11yrs  ,"5,76,633",2.8,8.5,4.0,105
2686,AST Consultant ,UNO-Minda,6-15yrs  ,"4,05,860",1.8,6.0,4.0,105
2687,Assistant System Engineer ,UNO-Minda,0-4yrs  ,"3,38,202",1.4,5.3,4.0,105
2688,Associate Consultant ,UNO-Minda,4-21yrs  ,"3,65,617",15.0,6.0,4.0,105
2689,Senior Process Associate ,UNO-Minda,0-11yrs  ,"3,47,871",2.0,5.7,4.0,105
2690,Software Engineer ,UNO-Minda,0-8yrs  ,"2,18,184",15.0,3.5,4.0,105
2691,Process Associate ,UNO-Minda,0-9yrs  ,"3,01,026",1.2,5.2,4.0,105
2692,Software Developer ,UNO-Minda,0-9yrs  ,"5,13,715",2.7,6.5,4.0,105
2693,System Engineer Hardware ,UNO-Minda,0-6yrs  ,"3,41,943",2.0,4.2,4.0,105
2694,System Engineer ,The-Himalaya-Drug-Company,0-10yrs  ,"4,96,320",1.5,8.1,3.3,104
2695,IT Analyst ,The-Himalaya-Drug-Company,3-11yrs  ,"3,24,650",1.5,5.0,3.3,104
2696,AST Consultant ,The-Himalaya-Drug-Company,6-15yrs  ,"2,53,596",15.0,5.0,3.3,104
2697,Assistant System Engineer ,The-Himalaya-Drug-Company,0-4yrs  ,"6,60,901",3.0,12.0,3.3,104
2698,Associate Consultant ,The-Himalaya-Drug-Company,4-21yrs  ,"2,62,361",25.0,3.6,3.3,104
2699,Senior Process Associate ,The-Himalaya-Drug-Company,0-11yrs  ,"5,09,505",2.5,9.0,3.3,104
2700,Software Engineer ,The-Himalaya-Drug-Company,0-8yrs  ,"6,42,570",2.5,10.0,3.3,104
2701,Process Associate ,The-Himalaya-Drug-Company,0-9yrs  ,"12,40,662",4.9,21.0,3.3,104
2702,Software Developer ,The-Himalaya-Drug-Company,0-9yrs  ,"3,99,607",2.3,6.2,3.3,104
2703,System Engineer Hardware ,The-Himalaya-Drug-Company,0-6yrs  ,"3,01,496",1.4,4.2,3.3,104
2704,System Engineer ,Micro-Labs,0-10yrs  ,"2,90,934",2.0,4.1,4.0,104
2705,IT Analyst ,Micro-Labs,3-11yrs  ,"2,93,172",90.0,4.2,4.0,104
2706,AST Consultant ,Micro-Labs,6-15yrs  ,"3,25,595",2.0,5.5,4.0,104
2707,Assistant System Engineer ,Micro-Labs,0-4yrs  ,"2,98,544",1.8,5.0,4.0,104
2708,Associate Consultant ,Micro-Labs,4-21yrs  ,"3,94,400",2.6,6.2,4.0,104
2709,Senior Process Associate ,Micro-Labs,0-11yrs  ,"4,09,853",2.8,5.6,4.0,104
2710,Software Engineer ,Micro-Labs,0-8yrs  ,"2,70,630",1.4,4.0,4.0,104
2711,Process Associate ,Micro-Labs,0-9yrs  ,"5,21,618",3.5,7.2,4.0,104
2712,Software Developer ,Micro-Labs,0-9yrs  ,"5,15,667",3.0,7.0,4.0,104
2713,System Engineer Hardware ,Micro-Labs,0-6yrs  ,"3,86,959",1.6,6.5,4.0,104
2714,System Engineer ,Radisson-Hotels,0-10yrs  ,"2,03,771",10.0,14.7,4.1,103
2715,IT Analyst ,Radisson-Hotels,3-11yrs  ,"2,54,201",15.0,25.0,4.1,103
2716,AST Consultant ,Radisson-Hotels,6-15yrs  ,"3,01,482",1.1,5.5,4.1,103
2717,Assistant System Engineer ,Radisson-Hotels,0-4yrs  ,"2,03,883",15.0,3.2,4.1,103
2718,Associate Consultant ,Radisson-Hotels,4-21yrs  ,"4,36,070",2.7,6.6,4.1,103
2719,Senior Process Associate ,Radisson-Hotels,0-11yrs  ,"1,70,826",10.0,3.0,4.1,103
2720,Software Engineer ,Radisson-Hotels,0-8yrs  ,"5,78,494",3.0,10.0,4.1,103
2721,Process Associate ,Radisson-Hotels,0-9yrs  ,"3,55,445",20.0,6.5,4.1,103
2722,Software Developer ,Radisson-Hotels,0-9yrs  ,"3,27,764",2.1,5.0,4.1,103
2723,System Engineer Hardware ,Radisson-Hotels,0-6yrs  ,"2,83,977",1.6,4.3,4.1,103
2724,System Engineer ,G4S,0-10yrs  ,"2,45,530",15.0,24.0,4.3,103
2725,IT Analyst ,G4S,3-11yrs  ,"2,45,011",10.0,17.0,4.3,103
2726,AST Consultant ,G4S,6-15yrs  ,"3,41,364",30.0,6.6,4.3,103
2727,Assistant System Engineer ,G4S,0-4yrs  ,"7,61,196",3.9,11.0,4.3,103
2728,Associate Consultant ,G4S,4-21yrs  ,"2,46,582",25.0,18.0,4.3,103
2729,Senior Process Associate ,G4S,0-11yrs  ,"3,22,404",2.0,4.2,4.3,103
2730,Software Engineer ,G4S,0-8yrs  ,"5,87,900",3.4,12.0,4.3,103
2731,Process Associate ,G4S,0-9yrs  ,"11,67,291",7.2,16.0,4.3,103
2732,Software Developer ,G4S,0-9yrs  ,"4,26,113",3.0,5.5,4.3,103
2733,System Engineer Hardware ,G4S,0-6yrs  ,"4,37,766",3.0,5.6,4.3,103
2734,System Engineer ,Tata-Teleservices,0-10yrs  ,"7,84,674",5.1,11.0,4.1,103
2735,IT Analyst ,Tata-Teleservices,3-11yrs  ,"5,79,126",1.4,12.5,4.1,103
2736,AST Consultant ,Tata-Teleservices,6-15yrs  ,"9,21,350",6.0,11.5,4.1,103
2737,Assistant System Engineer ,Tata-Teleservices,0-4yrs  ,"2,67,734",1.0,6.0,4.1,103
2738,Associate Consultant ,Tata-Teleservices,4-21yrs  ,"2,42,265",1.4,3.4,4.1,103
2739,Senior Process Associate ,Tata-Teleservices,0-11yrs  ,"11,75,912",5.9,15.5,4.1,103
